Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S0643,Central Air Pollution Pani Yojana,Ministry of Agriculture,Employment,1985,Unorganised Workers,350889,200923,All States,9525.85,Active,Multiple,Women/Children,21-35,Online,83.4,160047,138495,11,No,Yes,Yes,DAC,Budget revised upward
S0644,Rajiv Gandhi SC/ST Welfare Rozgar Yojana,Department of Personnel,Food Security,2010,Migrant Workers,403725,,10,2653.62,Active,Loan Guarantee,Children,Jun-14,Online,79.7,164850,134787,2030,Yes,Yes,No,PMO,Missing beneficiary data
S0645,Deendayal Orphan Welfare Initiative,Ministry of Women and Child,Social Security,1998,Urban Poor,124622,,All States,7589.22,Completed,Reimbursement,All,18-45,Offline,51.3,178577,134337,Ongoing,Yes,Yes,No,SAI,Scheme under review
S0646,PM Iodine Deficiency Jan Vikas,NITI Aayog,Skill Development,1991,Urban Poor,,,All States,13761.49,Active,Digital Platform,All,0-18,Multiple,58,392446,,2009,No,Yes,No,DPIIT,Budget revised upward
S0647,Integrated Digital Literacy Kalyan Yojana,Ministry of Home Affairs,Border Development,1978,Urban Poor,241724,,All States,,Active,In-Kind,SC/OBC,18-40,Online,67.5,232867,198196,9,Yes,Yes,No,DRDA,Discontinued after 2020
S0648,Indira Gandhi Digital Literacy Pani Yojana,Ministry of Petroleum,Food Security,1974,OBC,475831,326689,All States,14657.67,Under Review,Pension Scheme,All,14-18,Multiple,99.5,436623,325062,11,Yes,Yes,No,PMO,State-level implementation
S0649,Central Island Development Rozgar Yojana,Ministry of Agriculture,Urban Livelihood,1972,Fishers,30248,18282,All States,,Closed,Price Support,SC/OBC,15-35,Multiple,88,339097,265767,2025,Yes,Yes,Yes,NHM,Scheme under review
S0650,State Flood Relief Yojana,Ministry of Health,Water,1976,Artisans,432182,299817,All States,3326.64,Closed,Tax Benefits,All,21-45,N/A,51.3,141262,138041,1980,Yes,Yes,Yes,SIDBI,Extended beyond original timeline
S0651,State Child Nutrition Nidhi,Ministry of Chemicals,Entrepreneurship,1991,Farmers,220037,113160,All States,5479.5,Active,Awareness,Women/Children,0-18,Multiple,81.6,476705,423626,13,Yes,Yes,No,NITI Aayog,Self-funded contributory
S0652,Central Cooperative Kaushal,Ministry of New Energy,Housing,1993,Senior Citizens,422250,313163,All States,4654.13,Completed,In-Kind,Women/Children,14-18,Online,38,267461,243521,11,Yes,Yes,Yes,NIC,State-level implementation
S0653,Integrated LED Lighting Rozgar Yojana,Ministry of Skill Development,Regional Development,1990,OBC,,,19,3770.74,Completed,Loan Guarantee,Women,18+,Online,46.9,271555,217249,1998,No,Yes,Yes,NABARD,Extended beyond original timeline
S0654,State Island Development Swasthya Yojana,Ministry of Petroleum,Urban Livelihood,1967,Farmers,462980,391621,All States,,Active,Savings Scheme,SC/OBC,21-45,Online,48.7,101072,89445,Ongoing,Yes,Yes,Yes,PFRDA,Budget revised upward
S0655,Deendayal Startup Support Samman Nidhi,Ministry of Ports,Environment,2010,Senior Citizens,308759,,All States,1662.41,Completed,Multiple,Women/Children,15-35,Online/Offline,80.5,56659,37162,6,Yes,Yes,Yes,SAI,Discontinued after 2020
S0656,State Senior Citizens Initiative,Ministry of Home Affairs,Water,1979,Senior Citizens,408487,249569,All States,,Under Review,Tax Benefits,Women,22-35,Offline,58.8,127853,,2020,Yes,Yes,Yes,MeitY,State-level implementation
S0657,Pradhan Mantri Fertilizer Jan Vikas,Ministry of Shipping,Urban Development,2018,Unorganised Workers,334837,,All States,10934.36,Active,Insurance,Children,0-6,Online/Offline,78.2,214665,192926,2023,Yes,Yes,No,FCI,Data partially available
S0658,Deendayal e-Governance Mission,Ministry of Housing,Child Development,1997,Tribal Communities,495339,,All States,11221.18,Active,Infrastructure,Children,Jun-14,Offline,34.3,409547,267142,2003,Yes,Yes,Yes,REC,Scheme under review
S0659,Swachh Road Construction Scheme,Ministry of Culture,Research,1990,Persons with Disability,,,All States,12193.02,Active,Digital Platform,SC/ST,21-55,Multiple,66.3,306662,284439,4,Yes,Yes,No,NHM,No direct govt budget
S0660,Jan Electric Vehicles Nidhi,Ministry of Food Processing,Women Empowerment,2006,Farmers,88649,47767,15,6744.65,Active,Tax Benefits,SC/OBC,22-35,Multiple,60,357006,231196,2022,Yes,No,No,NHM,Subsumed into larger mission
S0661,Samagra Air Pollution Pani Yojana,Ministry of MSME,Research,2004,Rural Poor,216998,192562,All States,95.33,Active,Free Service,Children,18-45,Multiple,51.6,494381,439062,Ongoing,Yes,No,No,NDDB,
S0662,Mukhyamantri Road Construction Pani Yojana,Ministry of Environment,Sanitation,1952,Minorities,220946,159231,All States,10365.3,Active,Micro Credit,All,18-45,Multiple,60.1,22030,21140,15,Yes,Yes,No,NeSL,
S0663,Gram Heritage Conservation Shiksha Yojana,Ministry of Tourism,Urban Development,1954,OBC,180467,,All States,14539.59,Active,Policy,Women,Jun-14,N/A,36.6,460851,318360,9,Yes,Yes,No,MoTA,Merged with another scheme
S0664,Bharat Apprenticeship Jan Vikas,Ministry of Electronics,Child Development,1954,Rural Poor,78891,76455,All States,,Active,Multiple,Children,18+,Multiple,,432832,395243,1965,Yes,No,No,MoE,Merged with another scheme
S0665,Gram Port Development Abhiyan,Ministry of Rural Development,Skill Development,2006,Persons with Disability,90977,49081,All States,6209.17,Completed,Training,SC/OBC,15-45,N/A,64.8,279949,228014,2029,No,Yes,Yes,MoHFW,Subsumed into larger mission
S0666,Mahatma Gandhi Sanitation Nidhi,Ministry of Tourism,Infrastructure,1978,SC/ST,203846,,All States,13775.26,Completed,Micro Credit,SC/ST,Jun-14,N/A,88.1,11598,8630,8,Yes,Yes,Yes,CGTMSE,
S0667,Mukhyamantri Olympic Training Vikas Yojana,Ministry of Food,Sports,1993,OBC,,,All States,2331.17,Active,Cash Incentive,Children,18-40,N/A,55.1,403978,292207,2004,Yes,Yes,No,EPFO,
S0668,Pradhan Mantri Olympic Training Shiksha Yojana,Department of Personnel,Women Empowerment,1988,Persons with Disability,307079,228347,All States,7841.9,Active,Price Support,SC/ST,15-35,N/A,44.2,290535,236414,3,No,No,Yes,NMCG,Merged with another scheme
S0669,Rajiv Gandhi Legal Aid Kaushal,Ministry of Minority Affairs,Employment,2005,Rural Poor,99401,80398,All States,1680.56,Active,Cash Incentive,All,21-45,Multiple,69.9,120717,113992,14,Yes,Yes,Yes,REC,Missing beneficiary data
S0670,Rashtriya Fertilizer Shakti,Ministry of Finance,Sanitation,1957,SC/ST,70298,66456,All States,6689.17,Completed,Wage Employment,Children,18-45,Multiple,63.6,289894,285711,1993,No,Yes,No,DPIIT,Pilot phase
S0671,National Skill Upgradation Pani Yojana,Ministry of Chemicals,Disaster Relief,1957,Small Entrepreneurs,421328,249981,All States,6225.8,Active,Pension Scheme,SC/OBC,18-70,N/A,76.1,366326,277463,1978,Yes,Yes,Yes,NITI Aayog,Scheme under review
S0672,Scheme for Juvenile Justice Mission,Ministry of AYUSH,Marine Development,1957,Students,15569,14726,All States,1470.11,Completed,Awareness,Children,All Ages,N/A,,255663,162277,1989,Yes,No,No,DAHD,Extended beyond original timeline
S0673,Jan Primary Education Pani Yojana,Ministry of Housing,Water,1953,Students,472203,328318,All States,13409.53,Active,Training,Women/Children,21-45,Online/Offline,96.4,25931,19387,4,Yes,Yes,Yes,KVIC,Data partially available
S0674,Integrated Senior Citizens Awaas Yojana,Ministry of Minority Affairs,Environment,1992,SC/ST,39465,,All States,11322.61,Active,Multiple,SC/ST,22-35,Multiple,68.7,156099,118863,2019,Yes,Yes,No,DAHD,
S0675,Gram Urban Transport Pani Yojana,Ministry of Railways,Energy,1980,All Citizens,62724,59469,All States,10814.93,Active,Direct Benefit Transfer,SC/ST,0-18,N/A,63.8,250647,179261,Ongoing,No,Yes,No,Banks,State-level implementation
S0676,Deendayal Agricultural Market Rozgar Yojana,Ministry of Tribal Affairs,Health,1970,Children,283341,248081,All States,5068.03,Active,Subsidy,Women/Children,22-35,Multiple,30.4,362067,298692,2012,Yes,Yes,No,PMO,Loan guarantee scheme
S0677,National Elderly Care Sadak Yojana,Ministry of Road Transport,Research,1976,Senior Citizens,499362,189198,All States,1275.1,Active,Digital Platform,Children,22-35,Online,92.5,88559,87681,7,Yes,Yes,No,DAC,Loan guarantee scheme
S0678,Mukhyamantri Drinking Water Sinchai Yojana,Ministry of Sports,Women Empowerment,1955,Migrant Workers,73067,,All States,12466.66,Under Review,Cash Incentive,SC/ST,All Ages,Online,,113165,92741,2,Yes,Yes,No,NHAI,
S0679,Central Soil Conservation Mission,Ministry of Civil Aviation,Disaster Relief,2017,SC/ST,10770,4099,All States,492.23,Active,Digital Platform,All,15-45,Online/Offline,,327167,257973,Ongoing,Yes,Yes,Yes,PMO,New phase announced
S0680,Scheme for Watershed Development Shakti,Ministry of Textiles,Tribal Development,1981,Children,323546,,All States,2340.83,Active,Legal Framework,All,All Ages,Offline,67.2,237566,144340,1999,Yes,No,No,REC,Discontinued after 2020
S0681,Integrated Startup Support Pani Yojana,Ministry of Food Processing,Scholarships,1976,Tribal Communities,304373,273774,All States,9896.4,Completed,Awareness,SC/ST,60+,N/A,48.4,106272,64033,14,Yes,No,No,NeSL,
S0682,Integrated Heritage Conservation Samman Nidhi,Ministry of Power,Pension,1956,Students,300016,,All States,1823.91,Active,Micro Credit,All,21-45,Multiple,45.1,191407,131455,1973,Yes,Yes,No,DoSJE,
S0683,Rajiv Gandhi Industrial Training Initiative,Ministry of Shipping,Regional Development,1990,Migrant Workers,198876,134840,All States,11615.27,Active,Training,Women,21-30,Multiple,75.4,30408,24894,2024,Yes,No,Yes,DAC,Scheme under review
S0684,State Persons with Disability Karyakram,Ministry of Commerce,Manufacturing,1972,Children,6876,4171,All States,14309.03,Completed,Awareness,All,14-18,Offline,100,72579,63387,2002,Yes,Yes,No,NHAI,Pilot phase
S0685,State Deafness Kalyan Yojana,PMO,Environment,1982,Small Entrepreneurs,93370,32045,All States,3911.14,Active,Subsidy,SC/OBC,15-45,Online,88.4,444874,355812,Ongoing,Yes,Yes,No,DAC,Budget revised upward
S0686,Gram Urban Housing Urja Yojana,Ministry of Culture,Health,2006,Pregnant Women,5524,1839,All States,12082.41,Active,Legal Framework,All,Jun-18,Online/Offline,72.6,177816,120917,10,No,Yes,No,NHAI,Data partially available
S0687,Samagra Inland Waterways Shakti,Ministry of AYUSH,Entrepreneurship,1953,Youth,31344,19868,All States,9913.41,Completed,Policy,Women,21-35,Multiple,,268474,172616,1991,Yes,No,No,PFC,Loan guarantee scheme
S0688,Integrated Prison Reforms Urja Yojana,Ministry of Shipping,Agriculture,1965,Artisans,402237,365489,All States,4863.53,Active,Savings Scheme,Women,0-6,Multiple,34.4,143699,110082,8,Yes,Yes,No,HUDCO,Discontinued after 2020
S0689,Digital Climate Change Samman Nidhi,Ministry of Women and Child,Entrepreneurship,2000,Women,195413,62550,All States,9467.52,Under Review,In-Kind,Women/Children,Jun-18,Online/Offline,54.7,468420,409003,2005,No,Yes,No,NMCG,Discontinued after 2020
S0690,Deendayal Girl Child Bima Yojana,Ministry of AYUSH,Agriculture,1981,Farmers,183812,107905,All States,9623.65,Active,Loan Guarantee,SC/ST,22-35,Online,41.5,184223,156817,Ongoing,No,No,No,PFC,
S0691,Mahatma Gandhi Pesticide Management Shakti,Ministry of Women and Child,Transport,1998,Urban Poor,207321,200814,All States,6308.67,Active,Digital Platform,Women/Children,18-70,Online,91.8,164508,125903,2012,Yes,No,No,DPIIT,
S0692,Mission Language Kaushal,Ministry of Skill Development,Environment,1997,Pregnant Women,82180,,All States,9375.95,Completed,Micro Credit,SC/OBC,14-18,Multiple,87.1,108005,81926,9,Yes,Yes,Yes,MoE,No direct govt budget
S0693,Gram Fisheries Development Nidhi,Ministry of Tourism,Skill Development,1955,Women,338366,123573,All States,,Active,In-Kind,SC/ST,30+,Online,80.1,367796,253108,1,Yes,No,No,MoRD,
S0694,Mahatma Gandhi Self Help Groups Nidhi,Ministry of Civil Aviation,Manufacturing,2023,Minorities,43886,,All States,11169.27,Active,Reimbursement,Women/Children,Jun-18,Online/Offline,70.4,980,819,Ongoing,No,No,No,Banks,
S0695,Jan Prison Reforms Awaas Yojana,Ministry of Finance,Financial Inclusion,2012,Tribal Communities,490110,493531,All States,4150.4,Under Review,Awareness,SC/OBC,16-59,Online/Offline,89.5,22757,18948,3,No,Yes,No,UIDAI,Merged with another scheme
S0696,Central Apprenticeship Pani Yojana,Ministry of Chemicals,Credit,2002,Rural Poor,463117,237246,All States,3729.83,Active,Pension Scheme,Children,All Ages,Online/Offline,51.9,34052,22514,2008,Yes,Yes,No,MoRD,No direct govt budget
S0697,Rashtriya Higher Education Pani Yojana,Ministry of Petroleum,Regional Development,2006,Senior Citizens,2231,1108,All States,7842.8,Under Review,Micro Credit,Children,18-45,N/A,73.9,336986,,Ongoing,Yes,Yes,Yes,HUDCO,
S0698,Rajiv Gandhi Women Safety Yojana,Ministry of Civil Aviation,Infrastructure,1954,All Citizens,44616,43063,All States,11588.44,Active,Grant,Women,60+,Online/Offline,58.8,491929,431259,10,Yes,Yes,No,SFAC,
S0699,Atal Land Records Pani Yojana,Ministry of New Energy,Entrepreneurship,1981,Urban Poor,375920,118528,All States,887.2,Completed,Infrastructure,Women,All Ages,Multiple,,171468,104777,14,Yes,Yes,No,NPCI,Discontinued after 2020
S0700,Pradhan Mantri Flood Relief Shiksha Yojana,Ministry of Civil Aviation,Transport,2016,Urban Poor,298412,153418,All States,6845.12,Under Review,Direct Benefit Transfer,Women,Jun-14,Online,67.2,138723,83477,15,Yes,Yes,No,State Govts,Data partially available
S0701,Scheme for Fisheries Development Shakti,Ministry of Sports,Insurance,2013,Rural Poor,167321,123827,22,,Active,Subsidy,All,18-60,Offline,32.2,17242,12750,2022,No,Yes,No,State Govts,Scheme under review
S0702,State Tribal Welfare Kalyan Yojana,NITI Aayog,Organic Farming,1974,Small Entrepreneurs,474821,445920,All States,319.03,Active,Cash Incentive,Children,0-6,Online/Offline,58,484263,371524,2002,Yes,No,No,MoTA,Self-funded contributory
S0703,Jan Self Help Groups Kalyan Yojana,Ministry of Civil Aviation,Environment,1983,Small Entrepreneurs,371889,175403,All States,12909.29,Active,Multiple,Children,14-18,Multiple,94.7,180941,,2019,No,Yes,No,EPFO,
S0704,Mukhyamantri Legal Aid Abhiyan,Ministry of MSME,Food Security,1970,Youth,299419,221181,All States,11373.74,Active,Multiple,Women/Children,21-45,Offline,64,328933,272804,2,Yes,Yes,Yes,SIDBI,
S0705,Dr. Ambedkar Pesticide Management Scheme,Ministry of Sports,Credit,1975,Youth,490651,336434,All States,4714.21,Under Review,Infrastructure,SC/ST,Jun-18,N/A,79.3,292197,184931,2005,Yes,No,No,State Govts,New phase announced
S0706,Rashtriya Crop Insurance Yojana,Ministry of Commerce,Innovation,1952,Pregnant Women,124371,103942,All States,1668.46,Active,Direct Benefit Transfer,SC/ST,21-45,Multiple,69.8,47276,30618,1964,No,Yes,No,AAI,Loan guarantee scheme
S0707,Mahatma Gandhi Juvenile Justice Programme,Ministry of Health,Organic Farming,1981,Migrant Workers,451854,443129,All States,,Active,Awareness,All,21-30,N/A,32.3,333151,235851,1997,Yes,No,Yes,WCD,Pilot phase
S0708,Jan e-Governance Vikas Yojana,Ministry of Road Transport,Financial Inclusion,2022,OBC,423100,132592,35,10673.55,Completed,Legal Framework,Women,15-35,Online/Offline,52.7,310202,262551,Ongoing,Yes,Yes,No,DFPD,COVID-19 relief component
S0709,Jan Coastal Development Initiative,Ministry of Electronics,Infrastructure,1989,Fishers,3671,2056,All States,9676.65,Active,Training,Women/Children,16-59,Online,70.6,233057,209878,10,Yes,Yes,Yes,NIC,Merged with another scheme
S0710,Rajiv Gandhi Gems and Jewellery Bima Yojana,Ministry of Food,Rural Development,2017,Women,,,All States,12239.91,Completed,Pension Scheme,Children,21-55,Multiple,99.8,427635,260030,2019,No,Yes,No,LIC,
S0711,PM Export Promotion Nidhi,Ministry of Electronics,Sports,1968,Minorities,254955,257100,11,,Closed,Savings Scheme,Women/Children,18-70,Offline,89.9,88270,58841,2029,Yes,Yes,No,PFRDA,
S0712,Pradhan Mantri Urban Transport Vikas Yojana,PMO,Social Security,1988,Students,77815,81701,All States,19.34,Active,Subsidy,SC/OBC,21-55,Online/Offline,86.2,119728,109276,6,Yes,Yes,No,EPFO,COVID-19 relief component
S0713,State Micro Finance Kalyan Yojana,Ministry of Skill Development,Child Development,1956,Rural Poor,371792,347999,All States,1182.2,Completed,Fellowship,SC/ST,0-6,Online/Offline,66.2,329894,311691,1965,No,No,No,NABARD,No direct govt budget
S0714,National Rural Housing Jan Vikas,Ministry of Tourism,Sports,1990,All Citizens,213342,120100,All States,8347.82,Completed,Tax Benefits,Children,15-45,Online,32.5,14131,11885,1997,Yes,Yes,No,NDDB,
S0715,Atal Land Records Sinchai Yojana,Ministry of Electronics,Credit,1970,Fishers,,,All States,8373.68,Active,Multiple,Children,All Ages,Online,95,367437,,Ongoing,Yes,Yes,No,SIDBI,
S0716,National Organic Farming Vikas Yojana,Ministry of Science and Technology,Health,1985,Fishers,62228,61485,All States,6456.32,Completed,Price Support,SC/ST,60+,Online,46,167573,108942,1994,Yes,Yes,No,NITI Aayog,Data partially available
S0717,Central Dengue Prevention Awaas Yojana,Ministry of Food,Organic Farming,1986,Fishers,17665,8504,All States,8746.29,Closed,Pension Scheme,Women,14-18,Multiple,46.2,201281,140901,9,Yes,Yes,No,MNRE,
S0718,National Dairy Development Shakti,Ministry of Minority Affairs,Food Security,1975,Urban Poor,249543,226212,All States,,Active,Free Service,Children,18-70,Multiple,66.3,324455,323566,6,Yes,Yes,No,CGWB,State-level implementation
S0719,State Handicrafts Nidhi,Ministry of Steel,Research,1962,SC/ST,37159,27214,All States,,Active,Subsidy,SC/OBC,0-6,Offline,77.3,490641,391733,1982,No,Yes,Yes,India Post,Budget revised upward
S0720,State Orphan Welfare Abhiyan,Ministry of Culture,Manufacturing,1978,SC/ST,104162,103187,All States,5372.02,Active,Grant,SC/ST,18-70,Multiple,72.5,213190,187103,15,No,Yes,No,SIDBI,Extended beyond original timeline
S0721,Central Railway Connectivity Rozgar Yojana,Ministry of Housing,Sports,1964,Persons with Disability,3465,2200,All States,8736.92,Active,Scholarship,SC/OBC,18-45,Offline,,62083,41216,15,Yes,Yes,No,Banks,Discontinued after 2020
S0722,Indira Gandhi Leprosy Elimination Urja Yojana,Department of Personnel,Infrastructure,2016,Migrant Workers,384330,153116,All States,14102.12,Active,Multiple,SC/OBC,18-60,Offline,72.7,39420,32591,2017,Yes,Yes,Yes,NHA,
S0723,Central Animal Husbandry Sinchai Yojana,Ministry of Power,Tribal Development,2003,SC/ST,167388,170457,All States,3830.02,Under Review,Subsidy,Children,21-45,Multiple,82,336057,282861,2014,Yes,Yes,No,DoSJE,Budget revised upward
S0724,Gram Girl Child Karyakram,Ministry of Power,Disaster Relief,1966,Minorities,248428,109674,All States,3487.86,Under Review,Scholarship,Women,Jun-14,Online/Offline,30.8,132551,102822,1981,Yes,No,Yes,CGTMSE,Discontinued after 2020
S0725,Jan Micro Finance Programme,Ministry of Petroleum,Disaster Relief,2012,Artisans,181757,179567,All States,4871.42,Under Review,Direct Benefit Transfer,All,21-35,Online,62.3,89649,66291,7,Yes,Yes,Yes,MNRE,No direct govt budget
S0726,Atal Disaster Management Yojana,Ministry of Environment,Digital Infrastructure,1989,Small Entrepreneurs,318010,180608,26,1260.71,Active,Training,SC/OBC,Jun-18,N/A,49.2,240240,167601,12,No,Yes,Yes,EPFO,Subsumed into larger mission
S0727,Dr. Ambedkar Fertilizer Mission,PMO,Health,2022,Children,152114,126845,All States,12096.21,Completed,Grant,SC/OBC,18-60,Online/Offline,63.4,229412,217522,2030,Yes,Yes,Yes,DoSJE,
S0728,Central Gems and Jewellery Shakti,Ministry of Culture,Tribal Development,1987,Migrant Workers,484529,293751,All States,,Active,Savings Scheme,Children,21-35,Online/Offline,58,398820,311849,2013,Yes,No,No,SIDBI,Scheme under review
S0729,Rashtriya Farmer Income Karyakram,Ministry of Petroleum,Women Empowerment,1954,Pregnant Women,189725,59492,All States,5658.42,Active,Free Service,SC/OBC,18-70,Multiple,60.7,470463,452313,1962,Yes,Yes,Yes,KVIC,
S0730,Dr. Ambedkar Sericulture Yojana,Ministry of Panchayati Raj,Innovation,2012,Unorganised Workers,123365,90624,All States,2234.55,Active,Free Service,All,0-6,N/A,65.3,223288,176779,8,No,Yes,Yes,State Govts,
S0731,Gram TB Eradication Programme,Ministry of Agriculture,Urban Livelihood,1995,Students,200352,169743,All States,2972.22,Active,Savings Scheme,Children,60+,Offline,79.9,436625,403760,Ongoing,Yes,Yes,Yes,KVIC,
S0732,Digital Drought Relief Awaas Yojana,Ministry of Environment,Marine Development,2020,Migrant Workers,,,All States,11196.51,Active,Free Service,Children,18-40,Online,89.2,140050,120221,7,Yes,Yes,No,DoSJE,
S0733,Samagra Cooperative Shiksha Yojana,Ministry of Chemicals,Social Security,2018,Youth,144166,44936,19,1851.55,Under Review,Wage Employment,All,18-70,Online/Offline,30,131923,125523,13,Yes,Yes,No,NIC,Scheme under review
S0734,Mahatma Gandhi Skill Upgradation Shiksha Yojana,Ministry of Heavy Industries,Infrastructure,1965,OBC,127525,104946,All States,3738.73,Active,Reimbursement,Women/Children,0-6,N/A,87.8,481515,321215,Ongoing,Yes,Yes,No,FCI,COVID-19 relief component
S0735,National Maternal Health Scheme,Ministry of Minority Affairs,Agriculture,2004,Artisans,230941,179200,All States,12272.03,Active,Free Service,Women/Children,0-6,Online/Offline,32.6,350994,210768,2013,Yes,No,No,MoTA,New phase announced
S0736,Central Vocational Training Swasthya Yojana,Ministry of Tribal Affairs,Energy,1965,Persons with Disability,452306,471579,All States,2949.64,Active,Savings Scheme,SC/OBC,18-45,Online/Offline,33.8,33010,20321,Ongoing,Yes,Yes,Yes,DRDA,COVID-19 relief component
S0737,Gram Deafness Bima Yojana,Ministry of Ports,Energy,1965,Minorities,320151,256196,All States,193.9,Under Review,In-Kind,SC/ST,21-35,Offline,76.6,54607,50812,10,No,No,Yes,NSIC,
S0738,Integrated Cancer Care Programme,Ministry of Railways,Child Development,1979,BPL Families,97558,60049,All States,11367.67,Active,Loan Guarantee,Women/Children,21-35,N/A,39.5,318619,258247,Ongoing,Yes,Yes,No,SFAC,
S0739,Central Fisheries Development Pani Yojana,Ministry of Environment,Education,2005,OBC,445756,,All States,5651.16,Active,Insurance,Children,18-70,N/A,66.1,51824,40287,2011,Yes,Yes,No,PFC,Self-funded contributory
S0740,Pradhan Mantri Leather Industry Shakti,Ministry of Electronics,Energy,1977,Students,343402,259791,All States,9499.36,Active,Infrastructure,Women,14-18,Online,94.7,241453,217565,Ongoing,Yes,Yes,Yes,NHAI,Budget revised upward
S0741,Mahatma Gandhi Drinking Water Sinchai Yojana,Ministry of Petroleum,Manufacturing,2019,BPL Families,237472,142369,All States,14013.75,Active,Subsidy,All,30+,Online/Offline,46.6,468426,416232,Ongoing,Yes,Yes,No,SAI,Data partially available
S0742,State Tribal Welfare Initiative,Ministry of Mines,Employment,2000,Artisans,82811,50361,All States,6662.99,Active,Policy,Children,15-45,Multiple,97.6,411335,384206,8,No,Yes,No,CGWB,Self-funded contributory
S0743,National Airport Jan Vikas,Ministry of Food Processing,Infrastructure,2012,SC/ST,16358,12963,All States,1579.81,Active,Training,Children,21-35,Offline,47.1,460635,359079,2022,No,Yes,Yes,KVIC,Pilot phase
S0744,Digital Heritage Conservation Mission,Ministry of Minority Affairs,Tribal Development,2003,Fishers,,,All States,8766.36,Completed,Free Service,Children,16-59,Offline,,472263,401802,4,No,No,No,LIC,New phase announced
S0745,Rajiv Gandhi Tourism Development Kaushal,Ministry of Law and Justice,Pension,1986,BPL Families,447462,224263,All States,9535.92,Active,Price Support,Women,18-70,Online/Offline,99.4,142105,138194,13,Yes,No,No,MoRD,
S0746,Bharat Micro Finance Karyakram,Ministry of Power,Urban Development,2014,Unorganised Workers,231960,206180,34,1533.88,Active,Price Support,SC/ST,22-35,Online/Offline,78.2,329379,249153,14,Yes,Yes,No,NeSL,Missing beneficiary data
S0747,Bharat Self Help Groups Abhiyan,Ministry of Petroleum,Rural Development,2013,Small Entrepreneurs,206131,63471,All States,2044.52,Active,Tax Benefits,SC/ST,All Ages,N/A,63.4,4888,4493,9,Yes,Yes,No,State Govts,New phase announced
S0748,State Senior Citizens Scheme,Ministry of Civil Aviation,Transport,1967,Senior Citizens,497095,,7,4026.22,Active,Policy,SC/OBC,18-70,Offline,,346285,209136,5,Yes,No,No,WCD,Merged with another scheme
S0749,Digital Textile Development Pani Yojana,Ministry of Power,Regional Development,2003,All Citizens,364001,367801,All States,7071.21,Under Review,Insurance,Women,18-70,Multiple,70.8,402485,347690,6,No,Yes,No,India Post,Budget revised upward
S0750,Rajiv Gandhi Crop Insurance Vikas Yojana,Ministry of Food,Housing,1971,All Citizens,,,All States,6532.75,Closed,Free Service,SC/ST,18+,N/A,,262057,197979,2002,No,No,No,SFAC,Self-funded contributory
S0751,State Organic Farming Swasthya Yojana,Department of Personnel,Food Security,1989,Students,208202,,All States,9456.89,Closed,Pension Scheme,All,30+,Offline,53.9,195845,185199,2,Yes,No,No,SFAC,Merged with another scheme
S0752,Pradhan Mantri Legal Aid Shakti,Ministry of Agriculture,Manufacturing,2006,Youth,190059,,All States,6155.98,Active,Training,Women/Children,21-35,Multiple,39.2,489313,359526,12,Yes,No,Yes,MoHFW,Extended beyond original timeline
S0753,Deendayal e-Governance Bima Yojana,Ministry of Health,Social Security,1964,Urban Poor,318389,191210,All States,10823.91,Active,Free Service,All,15-35,Multiple,51.2,269604,247359,2025,Yes,No,No,DAHD,Missing beneficiary data
S0754,Scheme for Land Records Kalyan Yojana,Ministry of Jal Shakti,Digital Infrastructure,2013,Fishers,211798,83953,All States,12802.21,Completed,Infrastructure,Children,Jun-14,Multiple,82,33626,23096,2021,Yes,Yes,No,FCI,Subsumed into larger mission
S0755,Integrated Leather Industry Scheme,Ministry of Health,Rural Development,1995,Fishers,464355,291855,All States,7386.83,Under Review,Direct Benefit Transfer,SC/ST,All Ages,Online/Offline,40.3,446106,296738,9,Yes,Yes,No,NITI Aayog,
S0756,Mukhyamantri SC/ST Welfare Jan Vikas,Ministry of Law and Justice,Entrepreneurship,2013,Persons with Disability,347494,254334,All States,12247.42,Closed,Price Support,All,22-35,Offline,68.2,357513,218357,4,No,Yes,Yes,SFAC,Loan guarantee scheme
S0757,Swachh Airport Pani Yojana,Ministry of Minority Affairs,Sports,1982,Tribal Communities,421508,303533,All States,3658.58,Closed,Awareness,SC/OBC,21-35,N/A,89.8,246526,192563,Ongoing,Yes,Yes,No,LIC,
S0758,Scheme for Iodine Deficiency Initiative,Ministry of Defence,Manufacturing,1958,Youth,203091,200965,All States,4020.75,Active,Awareness,Women,All Ages,Online,42.8,472544,433585,1,Yes,Yes,No,NFDB,
S0759,Swachh Land Records Jan Vikas,Ministry of Labour,Employment,2018,Persons with Disability,426707,437372,All States,13638.45,Active,Insurance,All,15-45,Offline,86.2,76903,60768,Ongoing,Yes,Yes,No,CGWB,COVID-19 relief component
S0760,Integrated Road Construction Shiksha Yojana,Ministry of Ports,Sports,1972,Unorganised Workers,34428,32682,All States,6483.02,Under Review,Insurance,SC/ST,22-35,Online/Offline,65.2,359151,244467,2025,No,Yes,No,Gram Panchayats,Loan guarantee scheme
